IDMachines,PeopleAtwork,StreetLights,Accidents,DamagedMovers,StRoadLength,RoadCurvature,HPBends,RoadType,RoadWidth,AvgSpeed,AgeOfRoad,RoadSurface
1,9,519,41,3,1252,175.1,43,2,30,3.69,8,Avg
3,8,457,40,3,1834,166.86,37,2,26,2.81,15,Poor
5,13,789,36,5,2471,122.51,19,1,43,1.32,6,Avg
6,11,728,24,5,2809,83.72,21,1,43,1.06,10,Avg
3,7,478,45,3,1044,193.21,40,2,31,3.66,14,Poor
5,11,621,22,4,4307,119.74,29,1,47,0.95,12,Poor
7,16,864,11,7,6770,7.38,9,0,68,0.46,8,Avg
4,14,684,38,6,2234,139.28,20,1,54,1.0,15,Poor
2,7,402,49,2,1777,179.03,44,2,27,2.74,15,Poor
5,14,622,31,5,4281,94.67,29,1,56,0.53,10,Avg
10,19,964,1,7,5956,73.14,4,0,88,0.45,0,Good
8,17,831,2,8,8939,12.21,0,0,99,0.12,10,Poor
8,16,858,17,8,8253,26.84,2,0,80,0.41,9,Avg
4,15,685,31,4,2093,102.35,16,1,43,0.53,12,Poor
6,13,676,29,6,3853,83.42,15,1,47,0.59,9,Avg
1,8,454,45,1,1981,197.49,33,2,21,3.39,8,Avg
2,8,446,46,2,1659,197.75,32,2,22,2.85,13,Poor
4,14,758,22,5,4052,133.51,21,1,56,1.09,11,Poor
8,20,1013,13,7,7280,44.08,11,0,75,0.15,8,Avg
8,17,1069,17,7,8342,1.73,2,0,63,0.19,14,Poor
1,10,563,48,3,1009,158.21,44,2,24,2.65,14,Poor
6,11,615,37,6,4629,89.86,25,1,52,0.86,10,Avg
10,18,964,4,10,5063,6.57,1,0,68,0.31,1,Good
6,12,777,31,6,3911,76.61,22,1,52,1.45,14,Poor
8,17,963,17,8,8756,85.15,2,0,83,0.14,9,Avg
3,7,415,47,1,1433,226.03,32,2,26,2.61,15,Poor
10,20,912,14,9,7796,71.07,3,0,96,0.11,7,Good
1,7,418,47,3,1169,203.48,32,2,21,3.42,9,Avg
9,16,1100,12,8,6806,90.88,2,0,87,0.42,7,Good
2,10,447,49,1,1247,198.72,32,2,31,3.18,15,Poor
4,11,683,29,4,3718,93.69,26,1,53,1.44,9,Avg
6,11,650,35,4,2120,111.84,19,1,50,0.58,10,Poor
2,10,484,49,3,1771,173.36,50,2,25,3.33,13,Poor
8,17,938,10,9,7869,66.9,14,0,99,0.4,9,Avg
9,16,959,6,8,8279,93.63,1,0,77,0.35,7,Good
2,9,543,46,2,1013,246.37,37,2,39,2.81,13,Poor
8,18,823,6,9,6828,27.2,6,0,88,0.31,11,Avg
6,12,714,36,5,3876,97.02,23,1,53,0.54,15,Poor
9,19,1048,13,7,5711,68.34,4,0,65,0.21,1,Good
5,11,613,38,6,3600,79.37,24,1,54,0.96,9,Avg
6,14,630,32,5,4543,147.53,18,1,46,1.39,9,Avg
6,15,614,23,4,2163,108.32,29,1,53,1.29,13,Poor
9,20,954,11,9,7724,88.28,3,0,84,0.15,8,Avg
1,8,572,45,3,1224,206.96,38,2,27,3.11,13,Poor
1,10,433,41,2,1171,177.49,45,2,33,2.59,15,Poor
2,9,527,45,1,1389,234.35,38,2,25,3.5,8,Avg
3,7,513,44,3,1560,216.98,50,2,33,2.52,14,Poor
4,14,686,26,5,3354,100.61,27,1,58,1.32,13,Poor
3,9,439,49,1,1337,244.38,39,2,29,2.56,8,Avg
3,8,526,40,2,1637,150.37,50,2,31,3.38,10,Poor
9,16,877,5,7,6479,21.53,8,0,65,0.23,3,Good
5,14,730,38,5,4737,114.11,27,1,56,0.72,8,Avg
5,14,614,37,4,3795,88.36,23,1,59,1.44,8,Avg
2,9,563,41,1,1284,246.18,43,2,40,2.96,11,Poor
6,13,771,31,5,2820,112.22,19,1,60,1.32,11,Avg
5,14,677,31,6,3371,147.72,21,1,58,1.22,14,Poor
1,8,501,46,3,1625,225.06,30,2,38,2.55,15,Poor
7,20,922,18,10,5628,69.25,8,0,87,0.3,8,Avg
2,9,477,41,3,1093,182.09,31,2,30,3.41,10,Poor
9,17,869,1,7,5537,75.77,9,0,81,0.27,14,Poor
6,15,651,33,5,4396,77.79,17,1,51,0.78,6,Avg
1,10,429,42,2,1821,215.02,45,2,24,3.83,15,Poor
7,18,1070,13,7,7860,36.39,11,0,61,0.15,3,Good
6,11,641,25,4,3401,127.83,23,1,53,0.63,8,Avg
8,18,819,18,10,7798,78.8,13,0,71,0.16,7,Good
4,12,783,38,5,2580,120.3,21,1,42,0.93,10,Poor
8,19,872,8,10,7604,29.8,3,0,84,0.16,10,Avg
10,17,823,10,7,7616,36.86,8,0,93,0.3,14,Poor
5,12,689,26,6,2406,143.98,24,1,58,0.8,7,Avg
9,20,821,10,7,7987,38.55,11,0,70,0.14,7,Avg
6,12,715,29,4,2376,123.17,19,1,41,0.8,6,Avg
10,20,1012,1,10,8211,7.96,6,0,83,0.47,13,Poor
1,7,543,48,3,1325,243.32,45,2,25,3.47,8,Avg
4,13,675,28,4,2331,114.03,26,1,42,0.66,15,Poor
8,18,926,4,9,7846,18.06,11,0,85,0.15,0,Good
6,14,716,21,5,2211,124.13,18,1,58,1.24,8,Avg
6,11,782,21,6,3706,98.64,16,1,60,0.57,6,Avg
3,10,424,42,3,1135,152.28,36,2,27,3.02,14,Poor
5,12,761,34,5,4866,135.66,18,1,58,1.38,11,Avg
4,11,696,30,4,4134,114.12,22,1,57,0.63,15,Poor
7,18,1080,7,10,7751,2.38,13,0,92,0.4,0,Good
1,8,412,42,2,1573,228.36,33,2,34,3.07,9,Avg
2,10,414,49,3,1081,228.31,37,2,38,2.72,14,Poor
9,18,822,8,9,8168,19.52,9,0,99,0.34,13,Poor
5,11,798,35,5,4404,86.07,25,1,43,0.55,11,Avg
3,7,472,48,1,1398,193.32,48,2,23,2.89,12,Poor
5,12,737,29,5,4667,148.71,20,1,44,0.84,7,Avg
7,18,824,6,10,7805,52.84,12,0,99,0.24,9,Avg
4,11,718,26,4,3764,111.13,17,1,47,1.14,7,Avg
1,9,403,47,2,1303,169.16,32,2,32,2.74,10,Poor
9,18,934,17,7,8092,35.61,9,0,94,0.27,9,Avg
10,19,916,15,8,8582,84.0,6,0,92,0.31,14,Poor
1,7,432,47,3,1073,225.92,49,2,27,3.97,10,Poor
10,17,1051,11,10,6597,79.93,13,0,83,0.26,11,Avg
2,10,583,48,3,1796,230.69,36,2,40,3.35,14,Poor
3,10,447,42,3,1723,206.39,38,2,22,4.0,14,Poor
9,18,864,3,8,5132,62.87,6,0,97,0.24,8,Avg
8,20,1017,18,9,5712,22.71,3,0,100,0.11,12,Poor
5,15,725,29,5,2682,114.51,26,1,45,1.08,7,Avg
4,13,644,20,5,2431,78.69,29,1,42,0.63,11,Avg
6,15,640,23,4,3513,97.13,24,1,47,0.91,9,Avg
2,9,533,42,2,1767,176.45,30,2,37,2.65,15,Poor
6,15,792,23,6,3328,85.62,20,1,59,0.87,10,Avg
4,11,633,32,6,3006,102.51,27,1,55,0.81,14,Poor
10,16,879,1,7,7247,4.16,4,0,86,0.31,2,Good
2,10,509,47,3,1650,158.07,33,2,37,3.25,8,Avg
9,17,876,18,10,6769,54.48,1,0,91,0.31,5,Good
1,10,475,48,2,1007,171.28,37,2,39,3.19,14,Poor
1,9,406,45,1,1545,238.95,33,2,35,3.0,8,Avg
4,12,767,34,5,4492,80.33,17,1,56,0.73,15,Poor
3,7,416,45,2,1166,237.72,40,2,25,3.98,12,Poor
7,18,841,18,10,6893,10.32,12,0,89,0.0,10,Avg
7,16,868,19,10,8577,92.3,4,0,69,0.11,1,Good
5,12,693,39,5,2696,114.13,27,1,45,1.02,10,Poor
5,12,780,36,4,3661,104.71,29,1,44,0.62,6,Avg
8,18,804,13,8,7025,58.29,0,0,79,0.14,13,Poor
9,18,881,4,9,6713,27.6,12,0,76,0.16,0,Good
3,7,422,46,1,1573,158.89,33,2,34,3.65,6,Avg
2,7,545,41,2,1327,166.48,32,2,25,2.75,12,Poor
5,14,689,39,5,4169,113.97,17,1,51,0.58,15,Poor
4,11,775,39,4,3239,104.57,18,1,57,1.15,9,Avg
9,19,1097,1,9,8622,49.1,8,0,100,0.2,15,Poor
1,9,452,45,2,1329,224.53,37,2,39,3.55,14,Poor
9,18,950,17,7,7262,23.01,3,0,90,0.28,11,Avg
8,18,1058,16,9,6201,73.61,0,0,77,0.12,3,Good
3,9,434,50,1,1591,202.56,50,2,23,3.55,10,Poor
7,17,905,16,7,8353,69.94,5,0,92,0.19,8,Avg
8,17,885,1,8,8588,35.8,0,0,99,0.46,13,Poor
6,15,707,29,6,4251,145.18,29,1,44,1.02,10,Avg
7,16,1031,16,9,5291,58.64,6,0,84,0.47,8,Avg
9,18,1034,17,9,6459,84.45,9,0,76,0.16,0,Good
2,7,599,48,2,1160,213.91,46,2,24,3.97,12,Poor
2,8,583,46,3,1798,237.06,37,2,37,2.61,9,Avg
2,7,492,50,1,1345,246.16,38,2,37,2.89,15,Poor
8,17,1027,1,10,6499,31.15,0,0,80,0.17,3,Good
6,13,794,38,6,3189,119.65,16,1,41,1.41,10,Avg
5,15,775,35,4,4781,92.8,17,1,56,1.05,7,Avg
3,7,473,40,1,1409,200.7,48,2,21,3.13,15,Poor
4,12,722,28,6,4215,105.89,16,1,53,0.79,7,Avg
5,12,711,38,4,3072,110.26,22,1,49,0.6,15,Poor
6,12,673,39,6,4029,107.4,29,1,50,1.35,8,Avg
6,12,766,22,6,3181,130.0,29,1,58,0.57,7,Avg
3,10,575,49,2,1759,232.18,47,2,21,3.51,15,Poor
8,17,927,18,9,7947,22.6,11,0,66,0.39,15,Poor
5,12,757,32,5,3972,95.25,26,1,51,0.61,8,Avg
9,19,902,8,10,8695,28.52,5,0,100,0.11,12,Poor
4,12,797,26,4,4483,122.05,26,1,42,0.86,8,Avg
5,11,787,35,4,4329,78.93,24,1,55,1.38,6,Avg
9,18,852,0,8,6608,6.05,10,0,77,0.15,4,Good
10,17,1076,9,10,6405,58.84,2,0,89,0.16,14,Poor
1,10,416,48,2,1447,198.64,35,2,29,3.25,11,Avg
2,10,484,44,1,1567,162.36,39,2,32,3.06,14,Poor
3,8,506,50,2,1741,203.5,44,2,21,2.9,13,Poor
8,20,1091,15,9,5141,50.55,7,0,62,0.12,10,Avg
1,7,491,50,2,1237,234.2,49,2,25,3.02,15,Poor
3,8,561,44,1,1346,165.22,40,2,23,2.63,10,Poor
6,11,721,26,5,4901,96.56,29,1,41,0.78,10,Avg
6,11,668,38,4,3418,131.06,28,1,54,1.43,12,Poor
6,11,796,23,4,3640,89.12,26,1,54,0.75,11,Avg
1,7,573,44,1,1353,249.36,41,2,33,3.32,10,Avg
4,12,782,35,5,2455,76.92,26,1,43,1.24,11,Avg
3,9,589,50,1,1111,194.48,39,2,37,2.97,15,Poor
1,8,585,41,2,1792,222.54,35,2,26,3.23,8,Avg
1,7,446,45,1,1458,208.86,31,2,33,3.37,14,Poor
10,16,1090,14,10,8503,18.56,12,0,99,0.48,0,Good
2,7,560,47,2,1517,170.5,36,2,22,3.0,13,Poor
9,16,915,12,9,5258,79.55,13,0,86,0.12,4,Good
5,11,750,37,4,3538,103.38,24,1,47,0.72,11,Avg
5,12,615,23,5,4648,124.33,24,1,44,0.88,10,Avg
2,8,405,43,3,1296,205.28,40,2,38,3.11,15,Poor
5,13,629,32,4,3240,116.56,17,1,60,1.17,8,Avg
10,16,1042,17,7,6303,78.91,2,0,61,0.11,0,Good
2,9,448,43,3,1530,195.83,34,2,24,3.03,15,Poor
3,7,467,45,3,1533,202.87,41,2,32,3.24,15,Poor
4,13,615,36,6,3635,119.21,22,1,46,1.42,10,Avg
8,17,1054,14,8,8656,86.45,9,0,70,0.1,2,Good
4,11,675,31,6,2702,76.72,21,1,52,0.89,8,Avg
10,20,921,4,9,7891,50.71,9,0,80,0.48,6,Good
3,8,575,44,3,1263,234.56,31,2,25,3.17,15,Poor
7,20,876,2,9,8593,3.61,11,0,67,0.17,4,Good
7,17,949,0,9,8572,60.2,13,0,82,0.14,0,Good
6,15,683,25,4,3200,81.69,19,1,56,0.67,8,Avg
6,13,621,30,4,4794,114.17,23,1,56,1.02,10,Avg
2,8,594,41,3,1307,165.8,38,2,31,3.43,15,Poor
5,12,684,25,6,2979,122.01,16,1,42,0.6,8,Avg
3,9,538,43,2,1318,213.23,44,2,27,3.8,14,Poor
3,7,504,47,3,1867,234.32,47,2,35,3.26,12,Poor
5,13,708,34,6,4298,102.52,15,1,43,1.28,8,Avg
8,17,941,6,10,7488,62.17,13,0,93,0.2,7,Good
1,8,417,46,2,1172,210.7,32,2,36,3.64,15,Poor
10,17,1094,7,9,6626,71.51,1,0,100,0.33,3,Good
9,17,948,15,10,7478,9.02,5,0,95,0.46,0,Good
10,20,848,7,8,7519,36.46,11,0,64,0.17,3,Good
9,18,848,14,8,7404,70.81,12,0,84,0.31,7,Good
7,20,862,14,10,8206,69.95,1,0,88,0.19,3,Good
9,18,839,4,9,6779,76.94,3,0,95,0.27,4,Good
6,15,757,22,4,4048,76.1,19,1,58,1.15,6,Avg
5,13,648,39,6,2027,96.73,22,1,49,0.55,9,Avg
5,11,800,23,5,2033,86.38,29,1,59,0.62,9,Avg
6,11,679,31,5,4059,104.81,22,1,45,1.19,8,Avg
3,10,520,40,1,1613,173.07,39,2,39,3.37,11,Poor
2,7,555,44,2,1158,239.86,39,2,31,3.05,14,Poor
4,15,783,27,5,4928,92.55,23,1,42,0.53,10,Avg
2,10,485,49,1,1657,178.19,40,2,40,3.5,15,Poor
4,14,767,36,4,3969,84.41,29,1,53,0.74,11,Avg
4,11,722,29,5,2706,75.85,29,1,55,1.32,7,Avg
8,17,989,6,10,7769,73.42,11,0,65,0.12,3,Good
9,16,837,12,10,6337,75.76,12,0,75,0.14,2,Good
8,19,972,10,10,8666,82.35,14,0,92,0.18,3,Good
3,7,423,45,3,1587,230.49,37,2,39,3.47,13,Poor
2,9,408,40,3,1297,162.41,49,2,36,3.34,12,Poor
9,16,987,18,10,5856,77.68,6,0,88,0.11,1,Good
4,15,665,20,6,4451,102.3,19,1,53,1.4,10,Avg
6,15,781,21,4,2357,138.17,22,1,48,0.73,8,Avg
6,14,799,29,6,3900,110.49,16,1,56,1.1,9,Avg
3,9,405,49,2,1734,202.99,32,2,37,3.18,15,Poor
3,9,408,43,3,1349,185.49,38,2,39,3.16,12,Poor
2,8,496,42,2,1663,180.83,31,2,32,2.85,11,Poor
6,13,779,38,5,4551,111.44,17,1,43,0.81,8,Avg
4,13,717,23,5,2761,119.23,28,1,58,0.69,8,Avg
9,17,928,4,8,8367,88.62,11,0,63,0.33,2,Good
1,10,512,41,3,1810,193.24,48,2,34,2.95,11,Poor
1,9,489,43,2,1292,177.38,38,2,34,2.73,15,Poor
6,13,728,33,6,2990,75.36,18,1,59,1.2,7,Avg
7,16,826,19,7,5120,29.69,7,0,82,0.2,1,Good
5,12,690,31,4,3642,142.53,22,1,45,1.46,11,Avg
2,9,453,44,2,1082,219.2,42,2,38,3.88,14,Poor
2,7,513,45,1,1328,223.6,34,2,29,2.51,15,Poor
1,9,463,49,3,1721,178.62,47,2,40,2.51,11,Poor
6,14,623,27,5,3284,127.91,26,1,53,1.06,9,Avg
8,17,809,2,10,8584,86.06,7,0,64,0.35,1,Good
10,18,1029,19,8,6215,69.06,13,0,100,0.16,0,Good
9,19,872,9,7,5800,43.51,11,0,65,0.46,5,Good
7,18,1055,15,10,7163,76.08,9,0,89,0.14,0,Good
2,10,410,46,1,1125,171.33,39,2,27,3.65,12,Poor
4,14,636,24,5,2719,123.61,17,1,42,0.61,8,Avg
9,16,1072,10,10,7451,21.7,3,0,88,0.32,2,Good
3,8,434,50,1,1996,213.57,40,2,28,3.09,11,Poor
9,20,1100,18,7,8027,65.2,8,0,66,0.11,0,Good
1,8,465,48,2,1756,154.99,48,2,35,3.23,14,Poor
5,15,723,36,5,4788,87.58,20,1,45,0.78,8,Avg
2,10,421,42,3,1753,234.11,45,2,38,3.75,13,Poor
3,7,560,45,1,1618,166.13,46,2,37,3.87,15,Poor
1,10,408,44,3,1623,171.93,37,2,25,3.04,12,Poor
7,19,1011,15,10,7908,58.75,1,0,100,0.25,2,Good
3,8,491,44,3,1521,161.59,42,2,28,2.71,15,Poor
2,9,468,50,1,1809,195.45,31,2,26,3.56,14,Poor
3,8,427,44,1,1278,211.03,31,2,34,3.84,14,Poor
3,9,530,45,2,1358,188.98,50,2,27,3.24,15,Poor
10,18,930,14,9,8227,55.16,11,0,86,0.13,4,Good
3,9,523,48,2,1399,182.36,49,2,22,3.24,10,Poor
1,8,446,49,1,1922,238.53,31,2,34,3.57,14,Poor
3,10,546,42,1,1005,217.2,41,2,21,2.79,15,Poor
7,17,887,5,7,6209,71.15,14,0,67,0.23,0,Good
4,14,790,23,4,3427,146.99,25,1,56,0.94,7,Avg
2,8,403,45,2,1720,210.32,34,2,39,2.86,14,Poor
10,16,841,18,8,6342,45.08,9,0,99,0.47,6,Good
2,10,558,44,1,1484,182.69,36,2,30,2.98,15,Poor
5,15,698,20,5,2746,114.39,21,1,59,1.44,8,Avg
5,14,627,36,5,2076,106.27,18,1,59,0.74,9,Avg
10,19,1025,12,10,7485,2.42,11,0,79,0.47,2,Good
7,18,810,1,10,7288,37.11,5,0,64,0.46,2,Good
10,18,899,6,8,5466,71.22,11,0,79,0.3,6,Good
6,13,655,29,6,2358,79.09,22,1,46,1.23,9,Avg
8,17,1015,0,8,8064,35.39,13,0,72,0.2,7,Good
4,13,627,39,5,3847,84.15,18,1,42,1.26,9,Avg
9,20,929,1,7,7646,81.51,6,0,73,0.36,7,Good
7,17,941,10,10,8048,83.26,5,0,84,0.39,3,Good
8,18,969,9,8,8311,86.4,13,0,88,0.25,0,Good
3,10,491,48,2,1918,221.44,42,2,28,3.04,14,Poor
1,10,478,44,1,1900,179.28,48,2,31,3.14,10,Poor
2,10,589,45,2,1818,221.34,42,2,22,3.7,14,Poor
6,15,651,30,5,2564,95.03,19,1,43,1.17,6,Avg
9,19,1004,15,9,8457,65.96,10,0,79,0.47,2,Good
3,7,584,45,3,1431,151.86,34,2,39,2.69,14,Poor
9,16,825,10,10,6005,19.3,0,0,86,0.46,0,Good
6,15,755,35,6,4655,97.15,29,1,56,1.26,7,Avg
5,12,700,36,4,4544,130.9,24,1,60,0.84,11,Avg
3,10,521,50,3,1530,238.69,49,2,38,3.12,13,Poor
3,10,586,47,1,1511,238.65,34,2,35,3.63,14,Poor
2,8,488,43,3,1297,169.27,36,2,25,3.1,12,Poor
3,7,490,49,1,1780,169.74,32,2,29,3.92,14,Poor
9,20,807,13,8,5042,80.55,7,0,64,0.25,2,Good
2,7,518,46,2,1066,216.67,43,2,37,3.46,15,Poor
4,11,662,38,5,3853,97.48,18,1,41,0.67,10,Avg
3,8,496,44,1,1396,179.38,47,2,25,2.76,15,Poor
8,16,1006,11,10,7423,80.06,7,0,99,0.34,0,Good
4,12,645,29,5,2240,91.47,22,1,50,1.26,8,Avg
4,15,613,39,6,2058,76.5,29,1,52,1.08,10,Avg
1,9,591,49,3,1269,207.75,30,2,35,3.15,15,Poor
4,13,612,22,4,3155,75.75,20,1,56,1.2,9,Avg
6,11,700,31,4,2908,92.94,18,1,51,1.2,8,Avg
1,8,467,50,1,1403,150.34,32,2,25,3.73,14,Poor
9,20,979,17,8,5371,69.01,5,0,68,0.35,0,Good
9,18,885,9,9,8919,49.51,6,0,68,0.48,0,Good
1,8,508,49,2,1280,157.8,41,2,25,3.4,13,Poor
2,7,583,50,2,1583,221.75,31,2,24,3.04,14,Poor
4,12,663,30,4,2332,88.3,19,1,55,1.26,6,Avg
2,8,410,48,1,1402,183.21,36,2,24,2.55,13,Poor
10,17,1040,11,9,6543,63.49,1,0,64,0.17,1,Good
9,16,1032,10,8,7116,21.06,12,0,92,0.33,6,Good
8,17,952,3,8,6830,36.73,3,0,69,0.19,5,Good
7,20,1009,3,7,6416,51.83,2,0,64,0.16,2,Good
2,8,586,49,2,1623,227.73,48,2,28,2.74,10,Poor
3,10,438,46,3,1537,179.44,36,2,40,3.73,12,Poor
8,18,877,5,10,6775,69.49,14,0,98,0.12,7,Good
6,12,733,29,5,4896,106.41,20,1,46,1.46,11,Avg
9,17,987,18,7,8427,54.76,14,0,84,0.14,0,Good
4,13,765,29,6,2780,85.87,19,1,60,1.44,11,Avg
4,13,722,21,5,4180,120.02,23,1,52,1.31,8,Avg
2,10,557,47,1,1965,195.78,39,2,38,3.39,15,Poor
10,16,1070,0,7,6832,60.38,0,0,73,0.11,0,Good
3,8,544,50,3,1770,218.77,49,2,31,3.93,15,Poor
7,19,910,4,8,8547,13.8,1,0,95,0.39,2,Good
1,10,493,42,3,1400,192.59,34,2,26,3.71,12,Poor
3,10,534,44,3,1944,167.83,36,2,29,2.55,13,Poor
5,12,650,30,5,4719,121.99,28,1,51,1.17,10,Avg
7,19,1058,7,7,7316,46.22,12,0,87,0.0,2,Good
2,10,410,40,3,1808,194.87,42,2,36,2.59,15,Poor
7,18,1085,3,10,6753,21.11,5,0,89,0.35,0,Good
3,8,598,47,2,1914,162.04,33,2,36,2.98,10,Poor
4,11,683,22,4,4285,115.92,19,1,41,0.97,7,Avg
4,15,635,22,4,4754,92.31,25,1,57,0.98,10,Avg
10,17,879,18,10,8578,32.88,9,0,95,0.27,4,Good
10,16,903,7,8,8664,64.82,8,0,95,0.48,4,Good
4,13,633,21,5,2067,142.28,25,1,44,0.83,9,Avg
6,11,800,37,4,3331,125.62,16,1,55,1.44,7,Avg
6,13,707,35,4,2024,106.4,22,1,59,1.41,10,Avg
9,19,920,19,8,6465,33.64,6,0,97,0.43,2,Good
5,13,683,26,6,3636,147.75,29,1,42,0.94,11,Avg
7,17,895,8,9,7503,14.1,2,0,97,0.22,0,Good
7,17,1003,4,7,7520,68.59,10,0,84,0.17,6,Good
10,20,1050,13,10,7974,83.35,11,0,76,0.21,6,Good
9,16,801,15,7,5389,90.86,13,0,86,0.13,3,Good
3,7,515,41,2,1479,154.66,38,2,33,3.42,11,Poor
3,10,469,48,1,1883,192.58,39,2,31,3.83,10,Poor
4,14,672,29,6,3387,87.35,27,1,56,0.5,8,Avg
6,14,603,33,4,2632,113.88,16,1,53,0.62,8,Avg
8,16,1013,2,9,7693,1.65,4,0,93,0.48,0,Good
5,12,791,21,4,3850,109.13,27,1,47,1.41,10,Avg
9,20,1095,0,10,5645,52.45,3,0,66,0.43,3,Good
1,8,526,49,2,1217,230.87,36,2,28,3.19,14,Poor
2,8,562,40,1,1414,238.16,43,2,37,2.77,14,Poor
4,11,799,30,6,2526,139.97,29,1,42,0.96,8,Avg
5,11,601,33,5,2244,116.63,27,1,46,0.54,8,Avg
9,18,870,14,7,8500,89.49,3,0,75,0.25,3,Good
3,10,576,45,2,1963,170.75,48,2,34,2.83,10,Poor
2,7,482,46,2,1644,245.86,33,2,28,2.91,12,Poor
9,16,841,0,8,8520,25.03,10,0,91,0.42,4,Good
8,16,882,10,9,8039,16.9,3,0,76,0.19,3,Good
8,18,959,13,8,8693,36.11,9,0,91,0.27,5,Good
4,15,638,33,6,4018,79.92,17,1,49,0.64,10,Avg
5,11,684,21,5,3500,144.67,16,1,57,1.49,6,Avg
10,16,1010,0,7,8140,68.13,2,0,89,0.32,3,Good
5,11,690,32,6,4769,78.98,28,1,50,0.66,10,Avg
9,18,990,18,7,7002,45.63,7,0,89,0.4,7,Good
3,7,586,40,2,1598,207.26,37,2,25,3.19,14,Poor
10,17,890,5,9,5506,4.81,12,0,78,0.16,4,Good
1,8,504,40,1,1296,152.74,45,2,40,2.6,10,Poor
6,14,699,36,5,3179,79.09,26,1,49,0.92,10,Avg
1,9,593,45,1,1740,213.56,43,2,24,2.52,14,Poor
10,16,1083,7,9,7294,58.63,10,0,85,0.41,6,Good
7,18,1098,13,8,7443,78.04,7,0,66,0.38,0,Good
1,8,406,42,1,1302,177.25,31,2,38,3.68,15,Poor
5,12,750,34,4,3509,109.37,28,1,51,1.15,11,Avg
4,13,663,33,4,3389,101.33,15,1,41,0.61,10,Avg
2,7,504,44,2,1198,238.48,34,2,24,3.35,14,Poor
3,10,413,45,3,1866,231.78,38,2,21,3.6,14,Poor
6,12,793,26,6,2519,147.78,20,1,47,1.43,11,Avg
3,10,506,45,2,1057,240.22,46,2,23,3.1,15,Poor
2,9,596,46,3,1535,201.15,43,2,31,2.55,14,Poor
7,20,861,11,8,6504,39.48,7,0,76,0.17,0,Good
3,7,513,40,3,1305,186.37,41,2,31,3.68,15,Poor
6,15,751,24,6,4917,108.59,26,1,46,0.63,9,Avg
5,13,676,35,4,2471,124.58,29,1,51,1.45,9,Avg
2,8,523,45,3,1082,241.26,48,2,23,3.78,15,Poor
8,17,826,5,8,5158,93.93,6,0,71,0.19,7,Good
10,18,872,13,7,7859,88.52,9,0,93,0.17,0,Good
2,9,402,44,2,1877,188.56,50,2,22,3.19,12,Poor
8,19,843,3,9,5302,44.69,7,0,80,0.16,7,Good
6,14,703,33,5,2829,136.67,17,1,53,0.76,10,Avg
3,9,482,42,3,1268,181.63,37,2,34,2.9,13,Poor
8,19,888,16,7,6254,35.05,11,0,67,0.24,5,Good
1,10,478,49,3,1850,248.87,38,2,21,3.55,15,Poor
5,15,710,32,6,3622,107.69,16,1,47,1.45,8,Avg
9,17,1087,6,9,5103,60.25,9,0,87,0.1,7,Good
6,11,700,26,6,4949,129.19,26,1,42,1.11,6,Avg
6,12,741,38,5,4450,81.23,25,1,58,0.92,6,Avg
8,17,934,12,10,6308,84.43,1,0,86,0.15,0,Good
6,11,735,38,4,4431,110.08,16,1,53,1.17,8,Avg
4,15,760,25,4,3013,130.63,25,1,50,1.34,7,Avg
1,7,523,41,1,1423,247.52,50,2,40,3.62,15,Poor
7,16,822,11,10,5238,79.71,4,0,95,0.22,5,Good
7,19,968,3,10,6874,70.49,0,0,70,0.27,7,Good
2,8,518,42,2,1971,210.43,48,2,28,2.76,14,Poor
2,7,499,48,2,1241,162.37,40,2,36,2.95,14,Poor
1,8,438,46,1,1553,150.76,42,2,34,3.5,11,Poor
3,8,460,50,1,1988,202.91,38,2,31,3.88,15,Poor
1,7,459,41,3,1133,223.27,48,2,32,3.63,13,Poor
1,8,504,49,3,1426,179.31,48,2,23,3.32,14,Poor
1,7,544,41,3,1211,238.59,46,2,22,2.64,15,Poor
5,12,652,38,6,4555,129.76,27,1,52,0.78,8,Avg
7,19,906,14,8,6561,56.47,4,0,71,0.41,4,Good
5,12,677,21,6,3809,137.34,17,1,55,1.18,9,Avg
6,11,693,37,5,3099,86.74,24,1,41,0.86,9,Avg
8,16,842,18,10,8212,89.14,4,0,62,0.38,3,Good
9,17,874,2,9,6485,13.06,6,0,98,0.3,0,Good
4,12,764,37,5,3510,100.04,26,1,59,1.29,10,Avg
2,10,427,47,2,1164,154.03,36,2,36,2.78,11,Poor
2,7,507,50,2,1796,248.65,36,2,35,3.91,15,Poor
3,9,457,50,2,1365,202.84,49,2,31,3.84,10,Poor
5,14,668,37,6,3956,138.59,24,1,49,1.21,9,Avg
8,18,1056,14,9,5952,13.15,6,0,80,0.14,7,Good
1,9,451,44,1,1042,160.83,32,2,26,3.12,13,Poor
6,13,672,37,5,4860,80.04,28,1,50,0.5,8,Avg
4,14,655,24,4,2842,89.54,20,1,44,0.56,9,Avg
1,8,592,49,2,1684,169.06,31,2,34,3.75,11,Poor
5,15,739,31,6,2697,117.67,27,1,41,0.98,8,Avg
10,19,899,13,7,7650,54.11,9,0,88,0.44,0,Good
7,18,943,5,9,7741,80.8,13,0,66,0.15,2,Good
3,8,449,41,2,1493,173.59,32,2,26,3.69,15,Poor
4,11,656,26,6,2182,87.18,25,1,60,1.42,9,Avg
4,15,781,30,6,2971,102.13,27,1,47,1.33,9,Avg
